1.009299182891845703e+01,4.017252922058105469e+00,1.834568977355957031e+00,1.772238731384277344e+00,8.605867385864257812e+00,4.805763721466064453e+00,-3.721957206726074219e-01,1.070372581481933594e+01,3.555355310440063477e+00,-4.911170303821563721e-01,3.352946519851684570e+00,-1.046505641937255859e+01
1.017031192779541016e+01,4.105157375335693359e+00,1.776052355766296387e+00,1.774655699729919434e+00,8.543034553527832031e+00,4.752707004547119141e+00,-3.894459009170532227e-01,1.078992557525634766e+01,3.681990385055541992e+00,-4.256526529788970947e-01,3.724641561508178711e+00,-1.049110794067382812e+01
1.011353302001953125e+01,4.062342166900634766e+00,1.857304692268371582e+00,1.765687942504882812e+00,8.615381240844726562e+00,4.831236362457275391e+00,-3.295314908027648926e-01,1.073055076599121094e+01,3.617646932601928711e+00,-4.355687797069549561e-01,3.622162103652954102e+00,-1.050271320343017578e+01
1.025124931335449219e+01,4.124961376190185547e+00,1.788740396499633789e+00,1.747977375984191895e+00,8.530709266662597656e+00,4.764505386352539062e+00,-3.987322449684143066e-01,1.036032581329345703e+01,3.227598190307617188e+00,-5.259230136871337891e-01,3.772587060928344727e+00,-1.051174068450927734e+01
1.003357410430908203e+01,3.942856550216674805e+00,1.885467529296875000e+00,1.671866536140441895e+00,8.482923507690429688e+00,4.788256645202636719e+00,-4.744031727313995361e-01,1.057858562469482422e+01,3.623957157135009766e+00,-4.075784981250762939e-01,2.890361070632934570e+00,-1.051077651977539062e+01
1.010230064392089844e+01,4.086295604705810547e+00,1.849768757820129395e+00,1.785123348236083984e+00,8.636833190917968750e+00,4.825883865356445312e+00,-3.637928664684295654e-01,1.053408718109130859e+01,3.425397872924804688e+00,-3.711944818496704102e-01,3.611771583557128906e+00,-1.050350189208984375e+01
1.013320350646972656e+01,4.066841125488281250e+00,1.819927334785461426e+00,1.773583889007568359e+00,8.618845939636230469e+00,4.820760726928710938e+00,-4.408955574035644531e-01,1.047652816772460938e+01,3.456099510192871094e+00,-3.817365467548370361e-01,3.642515897750854492e+00,-1.050190639495849609e+01
1.011198902130126953e+01,4.022541999816894531e+00,1.845465183258056641e+00,1.768438220024108887e+00,8.614804267883300781e+00,4.816939353942871094e+00,-4.361859261989593506e-01,1.035885715484619141e+01,3.333791971206665039e+00,-4.324235916137695312e-01,3.421320915222167969e+00,-1.049635887145996094e+01
1.023725795745849609e+01,4.094644069671630859e+00,1.802088975906372070e+00,1.767255187034606934e+00,8.597438812255859375e+00,4.801781654357910156e+00,-5.504351854324340820e-01,1.034410953521728516e+01,3.465664148330688477e+00,-4.065384864807128906e-01,3.817193508148193359e+00,-1.050319290161132812e+01
1.025460815429687500e+01,4.176478862762451172e+00,1.804322242736816406e+00,1.768793344497680664e+00,8.589437484741210938e+00,4.791318416595458984e+00,-4.261904656887054443e-01,1.037739562988281250e+01,3.280651807785034180e+00,-4.214238226413726807e-01,3.919627428054809570e+00,-1.051303577423095703e+01
1.016286945343017578e+01,4.110337257385253906e+00,1.803280949592590332e+00,1.736121296882629395e+00,8.570096969604492188e+00,4.814186573028564453e+00,-4.245984554290771484e-01,1.050530338287353516e+01,3.398631572723388672e+00,-4.149000346660614014e-01,3.753979206085205078e+00,-1.053983402252197266e+01
